section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2538_s_1,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,1,wrapper,,,meta,"รัฐธรรมนูญนี้เรียกว่า ""รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 5) พุทธศักราช 2538"""
const_2538_s_2,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,2,wrapper,,,meta,รัฐธรรมนูญนี้ให้ใช้บังคับตั้งแต่วันถัดจากวันประกาศใน ราชกิจจานุเบกษาเป็นต้นไป
const_2538_s_3,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,3,wrapper,,,content,"ให้ยกเลิกหมวด 3 ถึงหมวด 11 มาตรา 24 ถึงมาตรา 211 ของรัฐธรรมนูญแห่งราชอาณาจักรไทย พุทธศักราช 2534 ซึ่งแก้ไข เพิ่มเติมโดยรัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 1) พุทธศักราช 2535 รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับ ที่ 2) พุทธศักราช 2535 รัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 3) พุทธศักราช 2535 และรัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ 4) พุทธศักราช 2535 และให้ใช้ความต่อไปนี้แทน ""หมวด 3 สิทธิและเสรีภาพของชนชาวไทย"
const_2538_s_24,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,24,wrapper,,,content,บุคคลย่อมมีสิทธิและเสรีภาพภายใต้บังคับบทบัญญัติ แห่งรัฐธรรมนูญ ชายและหญิงมีสิทธิเท่าเทียมกัน การจำกัดสิทธิและเสรีภาพอันเป็นการฝ่าฝืนเจตนารมณ์ตามบทบัญญัติ แห่งรัฐธรรมนูญจะกระทำมิได้
const_2538_s_25,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,25,wrapper,,,content,บุคคลย่อมเสมอกันในกฎหมาย และได้รับความคุ้มครอง ตามกฎหมายเท่าเทียมกัน
const_2538_s_26,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,26,wrapper,,,content,บุคคลย่อมมีสิทธิทางการเมือง การใช้สิทธิทางการเมือง ให้เป็นไปตามที่กฎหมายบัญญัติ
const_2538_s_27,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,27,wrapper,,,content,บุคคลย่อมมีเสรีภาพบริบูรณ์ในการถือศาสนา นิกาย ของศาสนา หรือลัทธินิยมในทางศาสนา และย่อมมีเสรีภาพในการปฏิบัติ พิธีกรรมตามความเชื่อถือของตน เมื่อไม่เป็นปฏิปักษ์ต่อหน้าที่ของพลเมือง และไม่เป็นการขัดต่อความสงบเรียบร้อยหรือศีลธรรมอันดีของประชาชน ในการใช้เสรีภาพดังกล่าวในวรรคหนึ่ง บุคคลย่อมได้รับความคุ้มครอง มิให้รัฐกระทำการใด ๆ อันเป็นการรอนสิทธิหรือเสียประโยชน์อันควรมี ควรได้เพราะเหตุที่ถือศาสนา นิกายของศาสนา หรือลัทธินิยมในทางศาสนา หรือปฏิบัติพิธีกรรมตามความเชื่อถือแตกต่างจากบุคคลอื่น
const_2538_s_28,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,28,wrapper,,,content,บุคคลจะไม่ต้องรับโทษอาญา เว้นแต่จะได้กระทำการ อันกฎหมายที่ใช้อยู่ในเวลาที่กระทำนั้นบัญญัติเป็นความผิดและกำหนด โทษไว้ และโทษที่จะลงแก่บุคคลนั้นจะหนักกว่าโทษที่กำหนดไว้ในกฎหมาย ที่ใช้อยู่ในเวลาที่กระทำความผิดมิได้
const_2538_s_29,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,29,wrapper,,,content,ในคดีอาญา ให้สันนิษฐานไว้ก่อนว่าผู้ต้องหาหรือจำเลย ไม่มีความผิด ก่อนที่จะมีคำพิพากษาอันถึงที่สุดแสดงว่าบุคคลใดได้กระทำความผิด จะปฏิบัติต่อบุคคลนั้นเสมือนเป็นผู้กระทำความผิดมิได้ คำขอประกันผู้ต้องหาหรือจำเลยในคดีอาญา จะต้องได้รับการพิจารณา อย่างรวดเร็ว และจะเรียกหลักประกันจนเกินควรแก่กรณีมิได้ การไม่ให้ ประกันต้องอาศัยเหตุตามหลักเกณฑ์ที่บัญญัติไว้โดยเฉพาะในกฎหมาย และจะต้องแจ้งให้ผู้ต้องหาหรือจำเลยทราบโดยเร็ว สิทธิที่จะอุทธรณ์คัดค้านการไม่ให้ประกัน ย่อมได้รับความคุ้มครอง ตามที่กฎหมายบัญญัติ บุคคลผู้ถูกคุมขังหรือถูกจำคุก ย่อมมีสิทธิที่จะได้รับการเยี่ยมตาม สมควร
const_2538_s_30,const_2538,amendment,2538,1995,Constitution 2538,modern_democracy,civilian,const_2534b,0,,30,wrapper,,,content,บุคคลย่อมมีเสรีภาพในร่างกาย การจับกุม กุมขัง หรือตรวจค้นตัวบุคคล ไม่ว่าในกรณีใด ๆ จะกระทำ มิได้ เว้นแต่โดยอาศัยอำนาจตามบทบัญญัติแห่งกฎหมาย แต่ผู้ถูกจับกุมหรือ ถูกตรวจค้นจะต้องได้รับแจ้งข้อหาหรือเหตุและรายละเอียดตามสมควรใน การที่ถูกจับกุมหรือถูกตรวจค้นโดยไม่ชักช้า และผู้ถูกคุมขังย่อมมีสิทธิที่ จะพบและปรึกษาทนายความเป็นการเฉพาะตัวได้ การแจ้งข้อหาแก่บุคคลใด ๆ จะต้องมีหลักฐานตามสมควรว่าผู้นั้น น่าจะได้กระทำความผิดตามข้อหานั้น ในกรณีที่มีการคุมขังตัวบุคคล ผู้ถูกคุมขังเองก็ดี พนักงานอัยการก็ดี บุคคลอื่นใดเพื่อประโยชน์ของผู้ถูกคุมขังก็ดี มีสิทธิร้องต่อศาลท้องที่ซึ่งมี อำนาจพิจารณาคดีอาญาว่าการคุมขังเป็นการมิชอบด้วยกฎหมาย เมื่อมี คำร้องเช่นว่านี้ ให้ศาลดำเนินการไต่สวนฝ่ายเดียวโดยด่วน ถ้าเห็นว่าคำร้อง นั้นมีมูล ศาลมีอำนาจสั่งผู้คุมขังให้นำตัวผู้ถูกคุมขังมาศาลโดยพลัน และ ถ้าผู้คุมขังแสดงให้เป็นที่พอใจของศาลไม่ได้ว่าการคุมขังเป็นการชอบด้วย กฎหมาย ก็ให้ศาลสั่งปล่อยตัวผู้ถูกคุมขังไปทันที
