section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2540_s_1,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,1,content,,,content,ประเทศไทยเป็นราชอาณาจักรอันหนึ่งอันเดียว จะแบ่งแยกมิได้
const_2540_s_2,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,2,content,,,content,ประเทศไทยมีการปกครองระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข
const_2540_s_3,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,3,content,,,content,อำนาจอธิปไตยเป็นของปวงชนชาวไทย พระมหากษัตริย์ผู้ทรงเป็นประมุขทรงใช้อำนาจนั้นทางรัฐสภา คณะรัฐมนตรี และศาล ตามบทบัญญัติแห่งรัฐธรรมนูญนี้
const_2540_s_4,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,4,content,,,content,ศักดิ์ศรีความเป็นมนุษย์ สิทธิ และเสรีภาพของบุคคล ย่อมได้รับความคุ้มครอง
const_2540_s_5,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,5,content,,,content,ประชาชนชาวไทยไม่ว่าเหล่ากำเนิด เพศ หรือศาสนาใด ย่อมอยู่ในความคุ้มครองแห่งรัฐธรรมนูญนี้เสมอกัน
const_2540_s_6,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,6,content,,,content,รัฐธรรมนูญเป็นกฎหมายสูงสุดของประเทศ บทบัญญัติใดของกฎหมาย กฎ หรือข้อบังคับ ขัดหรือแย้งต่อรัฐธรรมนูญนี้ บทบัญญัตินั้นเป็นอันใช้บังคับมิได้
const_2540_s_7,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,0,บททั่วไป,7,content,,,content,ในเมื่อไม่มีบทบัญญัติแห่งรัฐธรรมนูญนี้บังคับแก่กรณีใด ให้วินิจฉัยกรณีนั้นไปตามประเพณีการปกครองในระบอบประชาธิปไตยอันมีพระมหากษัตริย์ทรงเป็นประมุข เล่ม 114 ตอนที่ 55 ก หน้า 3 ราชกิจจานุเบกษา 11 ตุลาคม 2540
const_2540_s_8,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,8,content,,,content,องค์พระมหากษัตริย์ทรงดำรงอยู่ในฐานะอันเป็นที่เคารพสักการะ ผู้ใดจะละเมิดมิได้ ผู้ใดจะกล่าวหาหรือฟ้องร้องพระมหากษัตริย์ในทางใด ๆ มิได้
const_2540_s_9,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,9,content,,,content,พระมหากษัตริย์ทรงเป็นพุทธมามกะ และทรงเป็นอัครศาสนูปถัมภก
const_2540_s_10,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,10,content,,,content,พระมหากษัตริย์ทรงดำรงตำแหน่งจอมทัพไทย
const_2540_s_11,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,11,content,,,content,พระมหากษัตริย์ทรงไว้ซึ่งพระราชอำนาจที่จะสถาปนาฐานันดรศักดิ์และพระราชทาน เครื่องราชอิสริยาภรณ์
const_2540_s_12,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,12,content,,,content,พระมหากษัตริย์ทรงเลือกและทรงแต่งตั้งผู้ทรงคุณวุฒิเป็นประธานองคมนตรีคนหนึ่ง และองคมนตรีอื่นอีกไม่เกินสิบแปดคนประกอบเป็นคณะองคมนตรี คณะองคมนตรีมีหน้าที่ถวายความเห็นต่อพระมหากษัตริย์ในพระราชกรณียกิจทั้งปวงที่ พระมหากษัตริย์ทรงปรึกษา และมีหน้าที่อื่นตามที่บัญญัติในรัฐธรรมนูญนี้
const_2540_s_13,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,13,content,,,content,การเลือกและแต่งตั้งองคมนตรีหรือการให้องคมนตรีพ้นจากตำแหน่ง ให้เป็นไปตาม พระราชอัธยาศัย ให้ประธานรัฐสภาเป็นผู้ลงนามรับสนองพระบรมราชโองการแต่งตั้งประธานองคมนตรีหรือให้ ประธานองคมนตรีพ้นจากตำแหน่ง ให้ประธานองคมนตรีเป็นผู้ลงนามรับสนองพระบรมราชโองการแต่งตั้งองคมนตรีอื่นหรือให้ องคมนตรีอื่นพ้นจากตำแหน่ง
const_2540_s_14,const_2540,full,2540,1997,Constitution 2540,modern_democracy,civilian,,2,พระมหากษัตริย์,14,content,,,content,องคมนตรีต้องไม่เป็นสมาชิกสภาผู้แทนราษฎร สภาชิกวุฒิสภา กรรมการ การเลือกตั้ง ผู้ตรวจการแผ่นดินของรัฐสภา กรรมการสิทธิมนุษยชนแห่งชาติ ตุลาการศาลรัฐธรรมนูญ ตุลาการศาลปกครอง กรรมการป้องกันและปราบปรามการทุจริตแห่งชาติ กรรมการตรวจเงินแผ่นดิน ข้าราชการซึ่งมีตำแหน่งหรือเงินเดือนประจำ พนักงานรัฐวิสาหกิจ เจ้าหน้าที่อื่นของรัฐ หรือสมาชิก หรือเจ้าหน้าที่ของพรรคการเมือง และต้องไม่แสดงการฝักใฝ่ในพรรคการเมืองใด ๆ
