section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2517_s_1,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,0,บททั่วไป,1,content,,,content,ประเทศไทยเป็นราชอาณาจักรอันหนึ่งอันเดียว จะแบ่งแยกมิได้
const_2517_s_2,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,0,บททั่วไป,2,content,,,content,ประเทศไทยมีการปกครองระบอบประชา- ธิปไตย มีพระมหากษัตริย์เป็นประมุข
const_2517_s_3,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,0,บททั่วไป,3,content,,,content,อำนาจอธิปไตยเป็นของปวงชนชาวไทย พระ มหากษัตริย์ผู้เป็นประมุขทรงใช้อำนาจนั้นแต่โดยบทบัญญัติ แห่งรัฐธรรมนูญนี้ ฉบับพิเศษ หน้า 7
const_2517_s_4,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,0,บททั่วไป,4,content,,,content,การนิรโทษกรรมแก่ผู้กระทำการล้มล้างสถาบันพระมหากษัตริย์หรือรัฐธรรมนูญ จะกระทำมิได้
const_2517_s_5,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,0,บททั่วไป,5,content,,,content,ประชาชนชาวไทยไม่ว่าเหล่ากำเนิดหรือศาสนาใด ย่อมอยู่ในความคุ้มครองแห่งรัฐธรรมนูญนี้เสมอกัน
const_2517_s_6,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,0,บททั่วไป,6,content,,,content,บทบัญญัติแห่งกฎหมายใด มีข้อความขัดหรือแย้งต่อรัฐธรรมนูญนี้ บทบัญญัตินั้นเป็นอันใช้บังคับมิได้
const_2517_s_7,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,2,พระมหากษัตริย์,7,content,,,content,องค์พระมหากษัตริย์ดำรงอยู่ในฐานะอันเป็นที่เคารพสักการะ ผู้ใดจะละเมิดมิได้
const_2517_s_8,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,2,พระมหากษัตริย์,8,content,,,content,ผู้ใดจะกล่าวหาหรือฟ้องร้องพระมหากษัตริย์ในทางใด ๆ มิได้
const_2517_s_9,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,2,พระมหากษัตริย์,9,content,,,content,พระมหากษัตริย์ทรงเป็นพุทธมามกะ และทรงเป็นอัครศาสนูปถัมภก
const_2517_s_10,const_2517,full,2517,1974,Constitution 2517,democratic_spring,civilian,,2,พระมหากษัตริย์,10,content,,,content,พระมหากษัตริย์ทรงใช้อำนาจนิติบัญญัติทางรัฐสภา
