section_id,doc_id,doc_type,year_th,year_ce,name_short,era,regime_type,parent_doc_id,chapter_number,chapter_title,section_number,section_role,target_chapter,target_section_no,change_mode,text
const_2491a_s_1,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,1,wrapper,,,meta,"รัฐธรรมนูญนี้เรียกว่า ""รัฐธรรมนูญแห่งราชอาณาจักรไทย (ฉบับชั่วคราว) แก้ไขเพิ่มเติม (ฉบับที่ 2) พ.ศ. 2491"""
const_2491a_s_2,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,2,wrapper,,,meta,รัฐธรรมนูญนี้ให้ใช้บังคับตั้งแต่วันถัดจากวันประกาศในราชกิจจานุเบกษาเป็นต้นไป
const_2491a_s_3,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,3,wrapper,,7.0,new,"ให้เพิ่มความต่อไปนี้ต่อจากอนุมาตรา (7) แห่งมาตรา 7. ของรัฐธรรมนูญแห่งราชอาณาจักรไทย ตอนที่ 7 เล่ม 65 ราชกิจจานุเบกษา 3 กุมภาพันธ์ 2491 ฉะบับชั่วคราว) ลงวันที่ 4 พฤศจิกายน พุทธศักราช 2490 เป็นอนุมาตรา (8) (9) (10) และ (11) ตามลำดับ (8) การแก้ไขเพิ่มเติมรัฐธรรมนูญตามความใน มาตรา 93 (9) การเลือกตั้งสมาชิกสภาร่างรัฐธรรมนูญตาม ความในมาตรา 95 ทวิ (10) การกำหนดข้อบังคับว่าด้วยวิธีการสมัครรับ เลือกตั้งและวิธีการเลือกตั้งสมาชิกสภาร่างรัฐธรรมนูญตาม ความในมาตรา 95 จัดวา (11) การปรึกษาร่างรัฐธรรมนูญตามความในมาตรา 95 ฉ"""
const_2491a_s_4,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,4,wrapper,,87.0,amended,"ให้ยกเลิกความในมาตรา 87 ของรัฐธรรมนูญ แห่งราชอาณาจักรไทย (ฉะบับชั่วคราว) ลงวันที่ 4 พฤศจิกายน พุทธศักราช 2490 และให้ใช้ความต่อไป นี้แทน ตอนที่ 7 เล่ม 65 ราชกิจจานุเบกษา 3 กุมภาพันธ์ 2491 ""มาตรา 87 ภายใต้บังคับมาตรา 56 มาตรา 74 และมาตรา 95 สัปต บท กฎหมาย พระราชหัตถเลขา และพระบรมราชโองการใดอันเกี่ยวกับราชการแผ่นดิน ต้องมีรัฐมนตรีคนหนึ่งลงนามรับสนองพระบรมราชโองการ"""
const_2491a_s_5,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,5,wrapper,,95.0,new,"ให้เพิ่มความต่อไปนี้ต่อจากมาตรา 95 ของ รัฐธรรมนูญแห่งราชอาณาจักรไทย (ฉบับชั่วคราว) ลง วันที่ 9 พฤศจิกายน พุทธศักราช 2490 เป็น มาตรา 95 ทวิ มาตรา 95 ตรี มาตรา 95 จัตวา มาตรา 95 เบ็ญจ มาตรา 95 ฉ มาตรา 95 สัปต และมาตรา 95 อัฏฐ ตามลำดับ ""มาตรา 95 ทวิ ให้มีสภาขึ้นสภาหนึ่งเรียกว่า ""สภาร่างรัฐธรรมนูญ"" ประกอบด้วยสมาชิกซึ่งรัฐสภา เลือกตั้งจากสมาชิกวุฒิสภา 10 คน จากสมาชิกสภา ผู้แทน 10 คน และจากผู้สมัครรับเลือกตั้งเป็นสมาชิก สภาร่างรัฐธรรมนูญ 4 ประเภท ตามที่กำหนดไว้ในมาตรา 95 ตรี ประเภทละ 5 คน ตอนที่ 7 เล่ม 65 ราชกิจจานุเบกษา 3 กุมภาพันธ์ 2491 การเลือกตั้งสมาชิกสภา ร่างรัฐธรรมนูญ ให้กระทำในสมัยประชุมของรัฐสภา - สมัยแรก ภายหลัง การเลือกตั้งสมาชิกสภาผู้แทนตามบทฉะเพาะกาลแห่งรัฐธรรมนูญนี้"
const_2491a_s_95,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,95,wrapper,,,content,ตรี ผู้ที่มิใช่สมาชิกวุฒิสภาหรือสมาชิกสภาผู้แทน และมีคุณสมบัติดังกำหนดไว้ ในประเภทใดประเภทหนึ่งต่อไปนี้ มีสิทธิสมัครรับเลือกตั้งเป็นสมาชิกสภา ร่างรัฐธรรมนูญ ประเภท 1 ผู้มีคุณสมบัติของผู้สมัครรับเลือกตั้งเป็นสมาชิกสภาผู้แทนตามบทฉะเพาะกาลแห่งรัฐธรรมนูญนี้ ประเภท 2 ผู้มีคุณสมบัติดังกล่าวในประเภท 1 และเป็นผู้ดำรงหรือเคยดำรงตำแหน่งปลัดกระทรวงหรืออธิบดีหรือเทียบเท่า ประเภท 3 ผู้มีคุณสมบัติดังกล่าวในประเภท 1 และเคยเป็นสมาชิกสภาผู้แทนราษฎร หรือสมาชิกสภาผู้แทนหรือสมาชิกพฤฒสภา หรือดำรงหรือเคยดำรงตำแหน่งรัฐมนตรี ตอนที่ 7 เล่ม 65 ราชกิจจานุเบกษา 3 กุมภาพันธ์ 2491 ประเภท ผู้มีคุณสมบัติดังกล่าวในประเภท 1 และเป็นผู้สำเร็จการศึกษาได้รับปริญญาตรีหรือเทียบเท่า ผู้สมัครจะสมัครได้แต่เพียงประเภทเดียว และผู้มีสิทธิสมัครในประเภท 2 ประเภท 3 หรือประเภท 4 จะสมัครในประเภท 1 มิได้
const_2491a_s_45,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,45,wrapper,,,content,จัตวา วิธีการในการสมัครรับเลือกตั้งและวิธีการเลือกตั้งสมาชิกสภา ร่างรัฐธรรมนูญ ให้เป็นไปตามข้อบังคับซึ่งรัฐสภากำหนด สมาชิกภาพของสมาชิกสภา ร่างรัฐธรรมนูญ สุดสิ้นลง เมื่อตายหรือลาออกเท่านั้น และมิให้มีการเลือกตั้งสมาชิกขึ้นแทน
const_2491a_s_45,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,45,wrapper,,,content,เบ็ญจ ให้สภา ร่างรัฐธรรมนูญมีหน้าที่ร่างรัฐธรรมนูญฉะบับถาวรให้แล้วเสร็จภายใน 180 วันนับแต่วันที่ได้ทำการเลือกตั้งสมาชิกสภา ร่างรัฐธรรมนูญ เสร็จสิ้น เมื่อได้ร่างรัฐธรรมนูญขึ้นเสร็จตามความ ในวรรคก่อน แล้ว ให้สภา ร่างรัฐธรรมนูญส่งร่างรัฐธรรมนูญนั้นไปยังรัฐสภาโดยไม่ชักช้า และเมื่อรัฐสภาได้ลงมติตามความใน # 53 ตอนที่ 7 เล่ม 65 ราชกิจจานุเบกษา 3 กุมภาพันธ์ 2491
const_2491a_s_95,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,95,wrapper,,,content,ฉ แล้ว ให้สภาพของสภาร่างรัฐธรรมนูญนั้น สุดสิ้นลง
const_2491a_s_95,const_2491a,amendment,2491,1948,Constitution 2491 (No.2),post_coup_1947,military,const_2489,0,,95,wrapper,,,content,ฉ ให้รัฐสภาปรึกษาร่างรัฐธรรมนูญซึ่งสภา ร่างรัฐธรรมนูญส่งมาตามความในมาราก่อน และลงมติ ว่าจะให้นำขึ้นทูลเกล้า ฯ ถวายเพื่อพระมหากษัตริย์ทรงลง พระปรมาภิไธยพระราชทานให้ใช้เป็นรัฐธรรมนูญแห่งราช อาณาจักรไทยหรือไม่ สมาชิกสภา ร่างรัฐธรรมนูญ มีสิทธิไปชี้แจงประกอบ ร่างรัฐธรรมนูญนั้นในที่ประชุมได้ ร่างรัฐธรรมนูญซึ่งสภา ร่างรัฐธรรมนูญได้ร่างขึ้นและส่ง มายังรัฐสภาแล้วนั้น จะมีการแก้ไขเพิ่มเติมประการใดมิได้ การลงมติตามความในวรรคแรก ให้ใช้วิธีเรียกชื่อ สมาชิกลงคะแนนเป็นรายตัว และมิให้กระทำในวันเดียว กัน กับวันที่ปรึกษา
